"uid","site_id","taxa_id","density","biovol_per_cell","zoo_mean_biomass","zoo_total_density","temp_mean","phos_total_mean","nitrate_mean","silicate_mean"
6160,"NLA12_CA-143",4593,94.4642,65.4498084988811,5.23665268168355,68.7404,18.2444444444444,26.8,0.0573,6.19
6160,"NLA12_CA-143",4732,120.9142,9.42477062247445,5.23665268168355,68.7404,18.2444444444444,26.8,0.0573,6.19
6160,"NLA12_CA-143",4515,5.5,9504.73774545455,5.23665268168355,68.7404,18.2444444444444,26.8,0.0573,6.19
6160,"NLA12_CA-143",4557,4.9828,4824.39971501967,5.23665268168355,68.7404,18.2444444444444,26.8,0.0573,6.19
6160,"NLA12_CA-143",4411,132.2499,130.899596899506,5.23665268168355,68.7404,18.2444444444444,26.8,0.0573,6.19
6160,"NLA12_CA-143",4505,10.8333,83.5182169791292,5.23665268168355,68.7404,18.2444444444444,26.8,0.0573,6.19
6187,"NLA12_AZ-101",4183,204.6725,62.8317951849907,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4355,22.1046,10.47197868317,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4475,773.662,56.1559208026244,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4874,286.5415,8.18122331320245,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4510,117.8914,256.563077544248,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4445,24.5607,215.999983713819,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4619,130.9904,3.375,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4532,245.607,207.344924615341,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4214,22.1046,105.000135718357,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4736,891.5533,2.35619261349826,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4679,98.2428,37.8082475255184,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4874,66.3139,113.097214912711,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4568,753.1947,0.523598347147159,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4214,8.1869,242.999987785364,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4790,7.3682,28902.6651013816,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4794,24.5607,21947.0588623288,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4756,384.7843,1.00530868853017,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4766,2947.2838,1.2222748620272,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4366,309.4648,6.28317986407501,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4322,40.9345,3711.00291441205,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4343,171.9249,45.5530519430286,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4559,51.5775,84.8228743153507,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4562,8.1869,10.4719613040345,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4614,58.9457,1,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4557,16.3738,188.49538897507,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4532,574.7203,209.439347105018,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4510,73.6821,256.563163916338,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4575,515.7747,1.04719657633459,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4766,1952.5755,1.59030644397617,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4593,32.7476,14.1371550892279,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4445,7.3682,8.00001357183573,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4443,8.1869,124.999987785364,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4575,1653.7537,0.261799142157626,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4182,29.4728,1570.79701623192,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4478,22.1046,14.137175067633,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4574,338.9376,4.18878696255594,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4557,7.3682,9634.22169593659,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4360,139.996,8.63937112488928,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4430,44.2093,34.5574551056,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4794,7.3682,301.069433511577,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4364,90.0559,16.4933457996644,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4352,49.1214,47.1238462258812,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4332,8.1869,4.18878940746803,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4183,7.3682,198.000257864879,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4666,147.3642,39.2698721941964,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4568,891.5533,0.523598308704595,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4360,98.2428,7.85397403168477,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4475,360.2236,20.5631330096085,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4480,22.1046,14.137175067633,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4343,235.7827,25.1327200850614,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4736,1318.0908,5.4977825503372,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4330,29.4728,1767.14664368502,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4364,110.5231,7.85397803717051,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6187,"NLA12_AZ-101",4330,24.5607,2572.43842398629,0.0664729162260959,82.7525,18.3119230769231,40,0.002,18.154
6189,"NLA12_ND-115",4874,634.7996,30.6679016495915,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4622,3128.6551,33.5102932566776,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4055,17.0036,577.265814298149,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4183,11.3357,2026.32678176028,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4623,4101.6366,33.5102933302282,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4055,32.7476,164.933463826357,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4557,28.3393,2945.23721122258,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4875,32.7476,523.598294226142,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4475,65.4952,25.1327181228548,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4679,1318.0908,25.7610380862988,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4557,81.869,469.144072848087,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4182,352.0367,2269.79860849735,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4666,66.9837,39.2698880473906,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4183,65.4952,259.770204534073,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4700,49.1214,39.2698721941964,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4559,1498.2026,392.698747419074,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4181,17.0036,1424.99667129314,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4559,5905.9033,392.698748386212,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4666,470.4318,39.2698778016282,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4562,818.6899,58.3157671787572,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4139,22.6714,3534.29089072576,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4182,243.7177,3141.58996781933,0.07667387045976,6723.1248,15.047,70,0,4.127
6189,"NLA12_ND-115",4475,22.6714,130.899662129379,0.07667387045976,6723.1248,15.047,70,0,4.127
6192,"NLA12_AZ-118",4475,28.3813,13.8954699044794,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4475,21.8317,10.4719834002849,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4779,1.0916,3207.00036643459,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4173,1.0916,1569.20492854525,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4183,4.3663,494.805670705174,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4460,15.2822,67.0206383897606,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4794,354.7656,1638.65353179677,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4766,6.5495,65.4499885487442,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4460,19.6486,50.2653318811518,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4874,20.7401,179.594621048115,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4798,1.0916,3710.95758519604,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4532,10.9159,179.070072096666,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4183,46.9382,468.078878184506,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6192,"NLA12_AZ-118",4794,347.1245,607.571711302429,0.0702698411798393,35.2726,24.8,38,0.116,19.485
6194,"NLA12_UT-103",4557,2.6315,2035.7529165875,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4181,224.2499,1224.99974403556,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4557,12.8143,3298.66366481197,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4095,96.1071,3707.07542522873,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4182,6.4071,1507.97229635873,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4875,3.2036,1570.77996628793,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4794,19.2214,20577.4316074792,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4183,25.6286,219.910912027969,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4794,68.4191,47623.8779375935,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4532,239.4668,161.786653932821,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4798,5.263,1649.33686110583,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4849,99.9971,778.685995893881,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4562,172.9927,11.7809653239703,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4095,97.3656,3805.25186410806,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4545,89.1941,6.28318128665461,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4582,12.8143,14.1371280522541,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4759,32.0357,150.796289764232,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4075,249.9928,439.822636891942,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4181,355.253,1882.10347104739,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4532,807.2995,389.942514519085,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4849,86.4964,778.685522172021,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4075,19.2214,364.424745335928,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4182,15.789,14137.1731521946,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6194,"NLA12_UT-103",4183,18.4205,411.773220053744,0.0841602293244248,2036.4512,7.63793103448276,23,0.002,6.728
6195,"NLA12_AZ-130",4475,221.0463,47.1238464520781,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4475,147.3642,27.0176718633155,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4388,36.841,78.5398496240602,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4332,9.2103,904.774165879504,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4732,36.841,2.35619554300915,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4443,3684.1047,89.6000007274495,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4568,921.0262,0.523598351490978,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4582,911.8159,14.1371553183049,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4568,1482.8522,0.523598306021328,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4214,22.1046,105.000135718357,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4214,18.4205,105.000135718357,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4666,156.5745,52.3598172116149,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4366,478.9336,27.2271141552816,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4666,132.6278,39.2698664985772,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4667,921.0262,98.1746855844057,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4388,14.7364,6.28318992426916,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4366,893.3954,27.2271132132536,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4700,331.5694,56.5486245111883,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4669,1151.2827,29.4524069544344,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4842,46.0513,2178.16949792948,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4182,29.4728,565.486926929236,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4442,36.841,8.00001085746858,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4669,633.666,49.4800435876313,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4759,58.9457,14.5120458320115,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4875,18.4205,1767.14664639939,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4532,92.1026,75.3981744272149,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4647,1878.8934,39.2698752361363,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4736,865.7646,2.35619254933731,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4647,5139.3261,94.2476999659547,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4183,82.8924,222.529175171668,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4557,29.4728,613.658033848158,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4728,110.5231,12.5663648594728,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4182,36.841,530.143994462691,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4332,14.7364,523.599006541625,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4675,478.9336,21.205733112064,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4794,14.7364,1988.03997584213,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4736,1436.8008,0.392698765201133,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4364,9.2103,1.30899102092223,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4739,101.3129,1.04719635900265,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4557,27.6308,1592.65439292384,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4574,29.4728,0.523598029369453,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4686,221.0463,3.14158979363147,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4674,276.3079,87.9645055389296,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4343,1326.2777,6.921315498255,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4532,139.996,282.219460556016,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4183,95.7867,160.704449573897,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4790,64.4718,7526.72986794226,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4667,921.0262,282.743094604692,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4617,235.7827,1,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4661,589.4568,39.2698721941964,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4445,92.1026,125.000024972151,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4675,2311.7757,36.8155080962223,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4670,44.2093,75.3980859230976,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4355,73.6821,10.4719653755797,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4593,162.1006,56.1202241077454,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4842,22.1046,3141.5940347258,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4677,132.6278,21.2057276076358,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6195,"NLA12_AZ-130",4343,685.2435,45.5530536225444,0.0438277273359541,173.2579,19.7642857142857,57,0.001,28.106
6212,"NLA12_FL-101",4723,1119.1337,12.5663600336582,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4642,73.6821,65.4497863117365,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4353,6.9511,10.4720260102718,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4736,55.6091,2.35619350070402,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4366,34.7557,27.2271167031595,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4798,23.8007,1154.75486015117,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4046,14.7364,198.000251078961,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4141,14.7364,3575.00458728048,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4442,117.8914,55.9999770975661,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4736,196.4856,15.7079490812558,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4468,368.4105,20.9439318369048,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4323,79.5767,1178.09569007008,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4349,14.7364,374.29147552998,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4023,525.5989,413.801752819498,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4364,6.9511,52.360144437571,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4700,515.7747,56.5486158976002,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4641,2166.2536,65.4497911047903,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4617,667.3095,1,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4732,1267.332,15.7079503239877,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4429,265.2555,353.870715216084,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4723,530.5111,12.5663594974733,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4842,2.9473,1851.43351542089,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4475,545.2475,66.2847187745015,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4250,11.7891,785.399843923624,0.597201301494467,387.3086,26.916,147,0.192,10.845
6212,"NLA12_FL-101",4874,41.7068,38.6590531999578,0.597201301494467,387.3086,26.916,147,0.192,10.845
